GPU UTIL,GPU SCLK,GPU MCLK,GPU TEMP,GPU PWR,GPU FAN,GPU VRAM UTIL,FPS,CPU UTIL,RAM UTIL
92,1526,945,82,194,3043,3.4,278,10,10
98,1486,945,83,197,3043,3.4,274,10,10
98,1486,945,83,197,3043,3.4,274,10,10
95,1454,945,84,188,3043,3.4,264,9,10
95,1454,945,84,188,3043,3.4,264,9,10
91,1526,945,82,191,3043,3.4,264,9,10
99,1506,945,84,205,3043,3.4,262,10,10
99,1506,945,84,205,3043,3.4,262,10,10
100,1363,945,83,193,3043,3.4,257,8,10
100,1363,945,83,193,3043,3.4,257,8,10
99,1400,945,84,200,3043,3.4,257,8,10
100,1349,945,84,191,3044,3.4,250,9,10
100,1349,945,84,191,3044,3.4,250,9,10
99,1350,945,84,191,3043,3.4,265,10,10
99,1350,945,84,191,3043,3.4,265,10,10
90,1393,945,83,189,3044,3.4,269,10,10
90,1393,945,83,189,3044,3.4,269,10,10
100,1376,945,83,201,3043,3.4,271,10,10
100,1376,945,83,201,3043,3.4,271,10,10
99,1342,945,84,203,3039,3.4,279,9,10
99,1342,945,84,203,3039,3.4,279,9,10
96,1411,945,84,193,3039,3.4,319,10,10
96,1411,945,84,193,3039,3.4,319,10,10
96,1423,945,83,196,3044,3.4,342,8,10
95,1448,945,83,198,3044,3.4,358,8,10
95,1448,945,83,198,3044,3.4,358,8,10
95,1426,945,84,186,3044,3.4,361,8,10
95,1426,945,84,186,3044,3.4,361,8,10
80,1527,945,83,175,3044,3.4,299,8,10
79,1535,945,83,166,3044,3.4,262,9,10
79,1535,945,83,166,3044,3.4,262,9,10
86,1538,945,83,169,3044,3.4,258,10,10
86,1538,945,83,169,3044,3.4,258,10,10
90,1533,945,81,182,3044,3.4,256,9,10
85,1531,945,82,184,3039,3.4,265,10,10
85,1531,945,82,184,3039,3.4,265,10,10
87,1529,945,83,191,3044,3.4,274,10,10
87,1529,945,83,191,3044,3.4,274,10,10
87,1531,945,82,188,3039,3.4,270,9,10
87,1531,945,82,188,3039,3.4,270,9,10
91,1526,945,83,191,3044,3.4,289,9,10
91,1526,945,83,191,3044,3.4,289,9,10
95,1527,945,83,196,3044,3.4,282,10,10
95,1527,945,83,196,3044,3.4,282,10,10
100,1509,945,84,208,3039,3.4,289,9,10
100,1509,945,84,208,3039,3.4,289,9,10
100,1383,945,82,200,3044,3.4,277,8,10
99,1360,945,83,197,3039,3.4,264,8,10
99,1388,945,84,199,3039,3.4,263,8,10
99,1388,945,84,199,3040,3.4,263,10,10
98,1456,945,84,197,3040,3.4,269,10,10
98,1456,945,84,197,3045,3.4,269,10,10
99,1430,945,83,195,3045,3.4,264,10,10
99,1430,945,83,195,3040,3.4,264,10,10
83,1483,945,84,171,3045,3.4,259,12,10
83,1483,945,84,171,3045,3.4,259,12,10
77,1529,945,83,172,3045,3.4,231,11,10
77,1529,945,83,172,3045,3.4,231,11,10
88,1533,945,82,184,3040,3.4,257,10,10
99,1521,945,81,213,3040,3.4,321,11,10
99,1521,945,81,213,3040,3.4,321,11,10
89,1463,945,84,185,3040,3.4,332,9,10
89,1463,945,84,185,3040,3.4,332,9,10
81,1528,945,82,190,3040,3.4,270,9,10
81,1528,945,82,190,3040,3.4,270,9,10
78,1533,945,83,179,3040,3.4,255,10,10
87,1532,945,81,177,3040,3.4,262,9,10
87,1533,945,81,174,3040,3.4,260,9,10
87,1533,945,81,174,3040,3.4,260,9,10
81,1534,945,81,179,3040,3.4,254,11,10
81,1534,945,81,179,3040,3.4,254,11,10
82,1535,945,80,175,3040,3.4,238,11,10
94,1529,945,81,195,3040,3.4,260,10,10
99,1522,945,82,206,3045,3.4,291,10,10
99,1522,945,82,206,3045,3.4,291,10,10
96,1477,945,81,195,3040,3.4,288,9,10
96,1477,945,81,195,3040,3.4,288,9,10
98,1429,945,84,196,3045,3.4,283,9,10
98,1429,945,84,196,3045,3.4,283,9,10
82,1427,945,84,169,3041,3.4,266,8,10
82,1427,945,84,169,3041,3.4,266,8,10
99,1526,945,83,202,3040,3.4,242,10,10
99,1522,945,83,202,3041,3.4,298,10,10
99,1522,945,83,202,3041,3.4,298,10,10
100,1460,945,84,201,3040,3.4,287,9,10
100,1460,945,84,201,3040,3.4,287,9,10
98,1428,945,82,194,3040,3.4,270,9,10
79,1517,945,81,173,3046,3.4,229,10,10
79,1517,945,81,173,3046,3.4,229,10,10
96,1524,945,83,202,3036,3.4,252,10,10
96,1524,945,83,202,3036,3.4,252,10,10
86,1533,945,81,173,3046,3.4,256,11,10
83,1536,945,83,174,3045,3.4,233,12,10
83,1536,945,83,174,3045,3.4,233,12,10
98,1523,945,82,205,3041,3.4,267,11,10
98,1523,945,82,205,3041,3.4,267,11,10
99,1293,945,82,194,3045,3.4,308,10,10
99,1293,945,82,194,3045,3.4,308,10,10
100,1359,945,84,194,3041,3.4,287,8,10
99,1502,945,82,192,3046,3.4,248,10,10
99,1502,945,82,192,3046,3.4,248,10,10
100,1393,945,84,190,3041,3.4,273,10,10
100,1393,945,84,190,3041,3.4,273,10,10
99,1469,945,84,195,3041,3.4,246,9,10
99,1469,945,84,195,3041,3.4,246,9,10
99,1438,945,84,200,3046,3.4,266,12,10
99,1438,945,84,200,3046,3.4,266,12,10
99,1412,945,84,190,3046,3.4,276,8,10
100,1429,945,84,195,3046,3.4,249,9,10
100,1429,945,84,195,3046,3.4,249,9,10
100,1452,945,84,197,3046,3.4,241,8,10
100,1452,945,84,197,3046,3.4,241,8,10
99,1400,945,85,196,3041,3.4,246,9,10
99,1400,945,85,196,3041,3.4,246,9,10
96,1380,945,82,193,3041,3.4,258,8,10
96,1380,945,82,193,3041,3.4,258,8,10
99,1379,945,83,188,3041,3.4,273,8,10
99,1385,945,82,188,3041,3.4,252,8,10
99,1385,945,82,192,3041,3.4,252,8,10
100,1407,945,82,207,3046,3.4,271,8,10
100,1407,945,82,207,3046,3.4,271,8,10
99,1368,945,84,199,3046,3.4,272,8,10
99,1301,945,84,181,3041,3.4,260,9,10
99,1301,945,84,181,3041,3.4,260,9,10
99,1364,945,84,195,3046,3.4,246,9,10
100,1360,945,84,193,3046,3.4,245,9,10
99,1386,945,83,196,3046,3.4,250,10,10
