GPU UTIL,GPU SCLK,GPU MCLK,GPU TEMP,GPU PWR,GPU FAN,GPU VRAM UTIL,FPS,CPU UTIL,RAM UTIL
100,1197,945,84,199,3039,3.9,73,7,10
100,1197,945,84,199,3039,3.9,73,7,10
100,1193,945,82,197,3039,3.9,74,7,10
100,1193,945,82,197,3039,3.9,74,7,10
100,1203,945,84,197,3034,3.9,75,7,10
100,1203,945,84,197,3034,3.9,75,7,10
98,1222,945,83,190,3039,3.9,89,6,10
98,1230,945,84,194,3040,3.9,94,6,10
98,1230,945,84,194,3040,3.9,94,4,10
99,1263,945,82,208,3039,3.9,93,4,10
98,1251,945,84,202,3039,3.9,94,5,10
98,1218,945,82,189,3039,3.9,93,5,10
98,1218,945,82,189,3039,3.9,93,5,10
100,1206,945,82,198,3039,3.9,91,5,10
100,1206,945,82,198,3039,3.9,91,5,10
99,1230,945,84,201,3040,3.9,85,7,10
99,1230,945,84,201,3040,3.9,85,7,10
100,1211,945,83,194,3040,3.9,83,7,10
100,1248,945,84,208,3035,3.9,81,8,10
100,1248,945,84,208,3035,3.9,81,8,10
99,1200,945,84,193,3040,3.9,78,8,10
99,1200,945,84,193,3040,3.9,78,8,10
100,1218,945,84,192,3040,3.9,74,9,10
100,1218,945,84,192,3040,3.9,74,9,10
100,1215,945,84,195,3035,3.9,77,10,10
100,1215,945,84,195,3035,3.9,77,10,10
100,1225,945,82,199,3040,3.9,73,8,10
100,1225,945,82,199,3040,3.9,73,8,10
100,1191,945,82,195,3035,3.9,72,7,10
99,1208,945,82,196,3040,3.9,74,7,10
99,1208,945,82,196,3040,3.9,74,8,10
100,1179,945,82,190,3040,3.9,73,8,10
100,1179,945,82,190,3040,3.9,73,7,10
99,1244,945,82,206,3035,3.9,74,8,10
100,1249,945,82,210,3040,3.9,78,10,10
100,1249,945,82,210,3040,3.9,78,10,10
100,1219,945,84,210,3040,3.9,74,9,10
100,1219,945,84,210,3040,3.9,74,9,10
100,1228,945,84,202,3035,3.9,81,8,10
100,1228,945,84,202,3035,3.9,81,8,10
98,1257,945,82,200,3035,3.9,104,7,10
98,1257,945,82,200,3035,3.9,104,7,10
97,1257,945,82,206,3035,3.9,102,7,10
97,1257,945,82,206,3035,3.9,102,7,10
98,1246,945,84,198,3040,3.9,100,5,10
97,1241,945,84,200,3040,3.9,96,5,10
97,1241,945,84,200,3040,3.9,96,5,10
100,1186,945,82,197,3040,3.9,83,7,10
100,1186,945,82,197,3040,3.9,83,7,10
100,1184,945,84,196,3035,3.9,83,7,10
100,1184,945,84,196,3035,3.9,83,7,10
