Application,Runtime,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.016791,11.813,11.462,0.811,12.254,12.254
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.029059,12.267,11.062,0.136,11.049,11.049
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.039405,10.347,10.647,0.722,11.349,11.349
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.050787,11.382,10.740,0.199,10.707,10.707
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.060824,10.037,10.631,0.688,11.302,11.302
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.072221,11.397,10.620,0.068,10.524,10.524
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.082106,9.885,10.645,0.657,11.284,11.284
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.093413,11.306,10.687,0.087,10.664,10.664
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.103383,9.970,10.656,0.715,11.351,11.351
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.114845,11.463,10.630,0.082,10.518,10.518
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.124765,9.919,10.754,0.623,11.353,11.353
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.136325,11.560,10.639,0.072,10.431,10.431
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.145982,9.657,10.604,0.793,11.378,11.378
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.157343,11.361,10.676,0.062,10.693,10.693
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.167280,9.937,10.676,0.775,11.432,11.432
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.180206,12.926,10.621,0.066,9.127,9.127
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.188698,8.492,10.759,0.654,11.394,11.394
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.200497,11.799,10.883,0.062,10.478,10.478
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.210308,9.811,10.632,0.704,11.299,11.299
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.221876,11.568,10.645,0.070,10.376,10.376
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.231599,9.722,10.661,0.673,11.315,11.315
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.243054,11.455,10.752,0.075,10.612,10.612
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.252930,9.876,10.675,0.757,11.411,11.411
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.264606,11.676,10.676,0.059,10.411,10.411
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.274290,9.684,10.686,0.747,11.413,11.413
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.285757,11.467,10.619,0.059,10.565,10.565
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.295600,9.842,10.667,0.742,11.389,11.389
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.307150,11.551,10.634,0.060,10.473,10.473
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.316883,9.732,10.662,0.761,11.403,11.403
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.328567,11.684,10.651,0.060,10.370,10.370
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.338195,9.628,10.639,0.761,11.381,11.381
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.349844,11.649,10.659,0.086,10.390,10.390
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.359523,9.678,10.621,0.732,11.333,11.333
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.371130,11.607,10.616,0.054,10.342,10.342
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.380759,9.629,10.670,0.739,11.383,11.383
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.392410,11.651,10.692,0.060,10.424,10.424
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.402099,9.688,10.681,0.756,11.417,11.417
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.413738,11.640,10.580,0.117,10.357,10.357
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.423474,9.736,10.654,0.643,11.275,11.275
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.435037,11.563,10.608,0.065,10.320,10.320
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.444860,9.823,10.647,0.515,11.144,11.144
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.456074,11.214,10.653,0.075,10.583,10.583
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.465994,9.920,10.651,0.682,11.314,11.314
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.477564,11.569,10.652,0.059,10.396,10.396
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.487231,9.667,10.697,0.746,11.426,11.426
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.498673,11.442,10.621,0.059,10.605,10.605
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.508528,9.855,10.676,0.770,11.426,11.426
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.520101,11.573,10.700,0.059,10.553,10.553
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.529943,9.842,10.693,0.729,11.404,11.404
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.541392,11.449,10.687,0.058,10.642,10.642
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.551300,9.909,10.745,0.756,11.478,11.478
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.562782,11.482,10.644,0.075,10.640,10.640
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.572704,9.922,10.696,0.736,11.414,11.414
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.584351,11.647,10.764,0.065,10.531,10.531
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.594155,9.804,10.657,0.746,11.384,11.384
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.605670,11.515,10.686,0.063,10.555,10.555
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.615516,9.846,10.646,0.727,11.355,11.355
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.626971,11.455,10.726,0.064,10.626,10.626
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.636868,9.897,10.656,0.749,11.385,11.385
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.648498,11.629,10.633,0.073,10.389,10.389
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.658167,9.669,10.639,0.738,11.359,11.359
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.669575,11.408,10.648,0.073,10.599,10.599
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.679467,9.892,10.795,0.726,11.501,11.501
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.691017,11.550,10.656,0.062,10.607,10.607
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.700876,9.859,10.778,0.768,11.525,11.525
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.712437,11.561,10.676,0.059,10.640,10.640
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.722369,9.931,10.656,0.728,11.365,11.365
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.734032,11.663,10.638,0.064,10.339,10.339
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.743687,9.656,10.639,0.702,11.323,11.323
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.755288,11.601,10.639,0.062,10.360,10.360
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.764923,9.635,10.672,0.744,11.398,11.398
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.776585,11.663,10.768,0.073,10.503,10.503
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.786351,9.765,10.649,0.757,11.387,11.387
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.798000,11.650,10.657,0.063,10.394,10.394
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.807670,9.670,10.680,0.743,11.404,11.404
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.819332,11.661,10.663,0.063,10.407,10.407
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.829032,9.700,10.677,0.726,11.384,11.384
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.840681,11.649,10.744,0.060,10.478,10.478
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.850425,9.743,10.659,0.756,11.394,11.394
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.861958,11.533,10.665,0.060,10.525,10.525
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.871772,9.814,10.479,0.729,11.191,11.191
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.883231,11.460,10.591,0.072,10.322,10.322
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.892837,9.606,10.611,0.734,11.327,11.327
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.904431,11.594,10.558,0.063,10.292,10.292
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.914008,9.576,10.586,0.734,11.301,11.301
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.925612,11.604,10.579,0.075,10.276,10.276
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.935162,9.550,10.620,0.757,11.345,11.345
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.946892,11.730,10.555,0.080,10.170,10.170
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.956414,9.522,10.758,0.667,11.406,11.406
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.967860,11.446,10.673,0.061,10.633,10.633
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.977769,9.908,10.636,0.743,11.360,11.360
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.989277,11.508,10.653,0.073,10.505,10.505
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,0.999111,9.835,10.671,0.689,11.341,11.341
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.010503,11.391,10.617,0.059,10.567,10.567
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.020337,9.834,10.697,0.752,11.430,11.430
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.032034,11.697,10.647,0.059,10.380,10.380
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.041701,9.666,10.871,0.732,11.584,11.584
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.053312,11.612,10.667,0.060,10.640,10.640
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.063250,9.938,10.607,0.722,11.309,11.309
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.074600,11.350,10.586,0.077,10.545,10.545
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.084519,9.919,10.625,0.647,11.252,11.252
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.096042,11.523,10.634,0.078,10.363,10.363
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.105639,9.596,10.573,0.786,11.339,11.339
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.117136,11.498,10.575,0.067,10.417,10.417
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.126845,9.709,10.708,0.726,11.416,11.416
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.137537,10.692,10.594,0.742,11.318,11.318
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.149382,11.845,10.554,0.074,10.028,10.028
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.158687,9.306,10.617,0.741,11.339,11.339
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.170250,11.563,10.606,0.068,10.382,10.382
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.180147,9.896,10.608,0.505,11.094,11.094
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.190584,10.437,10.700,0.677,11.357,11.357
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.201308,10.724,10.654,0.654,11.288,11.288
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.212002,10.694,10.584,0.612,11.178,11.178
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.222444,10.442,10.654,0.756,11.390,11.390
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.233204,10.760,10.558,0.596,11.188,11.188
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.243747,10.543,10.402,0.664,11.047,11.047
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.254948,11.202,10.286,0.067,10.131,10.131
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.264398,9.450,10.379,0.701,11.061,11.061
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.275364,10.966,10.314,0.064,10.409,10.409
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.285010,9.646,10.239,0.783,11.001,11.001
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.295956,10.946,10.231,0.062,10.286,10.286
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.305454,9.498,10.247,0.810,11.035,11.035
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.316557,11.103,10.211,0.060,10.143,10.143
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.326067,9.510,10.207,0.676,10.841,10.841
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.336809,10.742,10.178,0.060,10.276,10.276
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.346285,9.476,10.143,0.820,10.944,10.944
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.356430,10.144,10.221,0.818,11.021,11.021
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.366665,10.235,10.134,0.804,10.920,10.920
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.376799,10.135,10.285,0.803,11.070,11.070
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.387071,10.271,10.163,0.817,10.961,10.961
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.397226,10.156,10.116,0.825,10.921,10.921
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.407345,10.119,10.031,0.821,10.833,10.833
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.417392,10.047,10.046,0.805,10.831,10.831
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.427414,10.022,9.980,0.828,10.789,10.789
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.437489,10.075,9.919,0.735,10.633,10.633
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.447288,9.799,9.823,0.853,10.657,10.657
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.457116,9.828,9.967,0.847,10.795,10.795
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.467061,9.945,9.659,0.875,10.509,10.509
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.476732,9.671,9.616,0.856,10.454,10.454
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.486352,9.620,9.688,0.855,10.522,10.522
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.496055,9.702,9.500,0.839,10.319,10.319
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.505542,9.487,9.612,0.853,10.444,10.444
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.515166,9.625,9.330,0.839,10.149,10.149
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.524503,9.336,9.346,0.833,10.159,10.159
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.533849,9.346,9.359,0.832,10.173,10.173
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.543198,9.349,9.269,0.843,10.093,10.093
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.552467,9.269,9.167,0.844,9.991,9.991
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.561636,9.169,9.241,0.841,10.062,10.062
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.570884,9.247,9.282,0.833,10.097,10.097
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.580175,9.292,9.061,0.825,9.866,9.866
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.589232,9.056,8.947,0.829,9.757,9.757
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.598166,8.935,8.975,0.843,9.798,9.798
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.607144,8.978,8.805,0.839,9.625,9.625
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.615965,8.821,8.895,0.836,9.699,9.699
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.624860,8.894,8.811,0.824,9.615,9.615
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.633674,8.814,8.883,0.820,9.684,9.684
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.642534,8.860,8.742,0.844,9.567,9.567
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.651282,8.748,8.831,0.838,9.650,9.650
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.660122,8.840,8.749,0.833,9.558,9.558
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.668885,8.763,8.715,0.814,9.510,9.510
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.677580,8.694,8.712,0.835,9.527,9.527
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.686283,8.704,8.699,0.842,9.522,9.522
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.695036,8.753,8.831,0.788,9.600,9.600
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.703829,8.793,8.703,0.827,9.510,9.510
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.712497,8.668,8.782,0.862,9.624,9.624
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.721284,8.787,8.703,0.855,9.539,9.539
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.730015,8.731,8.677,0.827,9.486,9.486
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.738690,8.675,8.798,0.834,9.609,9.609
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.747463,8.773,8.762,0.854,9.598,9.598
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.756227,8.765,8.810,0.852,9.644,9.644
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.765213,8.986,8.805,0.685,9.463,9.463
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.773875,8.661,8.718,0.819,9.520,9.520
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.782556,8.681,8.803,0.858,9.641,9.641
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.791381,8.825,8.707,0.835,9.523,9.523
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.800084,8.703,8.831,0.838,9.651,9.651
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.808961,8.877,8.798,0.792,9.572,9.572
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.817696,8.735,8.721,0.856,9.558,9.558
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.826440,8.743,8.750,0.833,9.565,9.565
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.835176,8.737,8.786,0.847,9.614,9.614
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.843966,8.790,8.772,0.843,9.596,9.596
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.852734,8.768,8.740,0.848,9.568,9.568
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.861484,8.750,8.805,0.837,9.623,9.623
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.870290,8.806,8.775,0.836,9.592,9.592
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.879061,8.771,8.703,0.840,9.524,9.524
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.887771,8.710,8.793,0.833,9.608,9.608
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.896555,8.784,8.641,0.842,9.465,9.465
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.905218,8.663,8.821,0.825,9.623,9.623
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.914050,8.832,8.779,0.812,9.569,9.569
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.922791,8.740,8.765,0.850,9.594,9.594
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.931560,8.769,8.777,0.843,9.602,9.602
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.940346,8.786,8.757,0.835,9.573,9.573
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.949126,8.780,8.785,0.811,9.578,9.578
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.958492,9.366,8.987,0.231,9.199,9.199
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.966867,8.375,8.759,0.842,9.583,9.583
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.975681,8.815,8.876,0.789,9.645,9.645
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.984625,8.943,8.799,0.722,9.501,9.501
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,1.993413,8.789,8.846,0.731,9.559,9.559
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.002225,8.812,8.877,0.773,9.624,9.624
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.011028,8.802,8.850,0.857,9.671,9.671
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.019877,8.849,8.877,0.841,9.699,9.699
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.028789,8.912,8.753,0.807,9.540,9.540
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.037508,8.719,8.879,0.840,9.700,9.700
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.046395,8.887,8.872,0.832,9.685,9.685
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.055271,8.876,8.918,0.828,9.727,9.727
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.064316,9.046,8.966,0.702,9.648,9.648
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.073283,8.966,8.858,0.705,9.540,9.540
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.082010,8.728,8.969,0.831,9.781,9.781
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.091080,9.070,9.035,0.730,9.747,9.747
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.100013,8.933,9.080,0.832,9.893,9.893
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.109137,9.124,9.006,0.797,9.775,9.775
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.118094,8.957,9.101,0.838,9.919,9.919
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.127182,9.088,9.123,0.851,9.955,9.955
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.136300,9.119,9.097,0.855,9.933,9.933
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.145405,9.105,9.101,0.846,9.929,9.929
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.154505,9.100,9.100,0.849,9.930,9.930
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.163601,9.096,9.085,0.853,9.919,9.919
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.172709,9.108,9.102,0.833,9.913,9.913
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.181791,9.083,9.144,0.849,9.974,9.974
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.190926,9.135,9.096,0.859,9.936,9.936
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.200036,9.110,9.002,0.844,9.828,9.828
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.209393,9.357,9.076,0.491,9.546,9.546
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.218106,8.714,9.111,0.851,9.944,9.944
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.227233,9.126,9.081,0.836,9.898,9.898
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.236301,9.069,9.091,0.849,9.920,9.920
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.245536,9.234,9.130,0.712,9.816,9.816
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.254530,8.994,9.116,0.841,9.938,9.938
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.263628,9.098,9.080,0.859,9.920,9.920
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.272724,9.096,9.036,0.846,9.860,9.860
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.281773,9.048,9.117,0.831,9.929,9.929
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.290886,9.113,9.116,0.834,9.932,9.932
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.300003,9.117,9.049,0.833,9.864,9.864
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.309079,9.076,9.153,0.807,9.941,9.941
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.318188,9.109,9.047,0.851,9.879,9.879
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.327248,9.060,9.145,0.839,9.964,9.964
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.336397,9.149,9.136,0.840,9.951,9.951
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.345531,9.134,9.112,0.836,9.929,9.929
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.354645,9.114,9.089,0.833,9.904,9.904
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.363732,9.087,9.066,0.836,9.883,9.883
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.372793,9.061,9.150,0.843,9.972,9.972
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.381939,9.147,9.099,0.843,9.924,9.924
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.391033,9.094,9.102,0.848,9.932,9.932
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.400137,9.103,9.099,0.857,9.928,9.928
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.409287,9.150,9.021,0.797,9.799,9.799
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.418452,9.165,9.123,0.658,9.757,9.757
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.427379,8.928,9.143,0.847,9.972,9.972
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.436545,9.165,9.194,0.826,10.001,10.001
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.445739,9.195,9.132,0.825,9.938,9.938
Sam2017.exe,DXGI,1,Hardware: Legacy Flip,0,2.454843,9.104,9.120,0.852,9.954,9.954
